filename,class,target,x_center,y_center,width,height
2f71963a.jpg,HDMI,12,0.45101675,0.463418,0.1500495,0.090526
8cdf4bda.jpg,USB_Mini,6,0.51674075,0.434896,0.10788675,0.140129
7ac35f30.jpg,Dock,14,0.45436507936507936,0.4873511904761905,0.32837301587301587,0.14583333333333331
f6641c06.jpg,Lightning,7,0.5008680555555556,0.47966269841269843,0.1356646825396826,0.08978174603174605
4fdc8d7d.jpg,USB_Micro_B,0,0.59548625,0.312748,0.1116075,0.074405
f27f4a62.jpg,USB_Mini,6,0.5105405,0.50248,0.14012924999999998,0.091766
beafd644.jpg,USB_Mini,6,0.43179575,0.528522,0.15129,0.099206
f7261959.jpg,Mini_DisplayPort,10,0.470858,0.444196,0.16245074999999998,0.143849
6aa7c512.jpg,USB_Micro_B,0,0.44748263888888895,0.5457899305555556,0.1011284722222222,0.06814236111111116
43219ea9.jpg,RJ_45,11,0.6072665,0.566964,0.10044674999999999,0.171131
c5d27af2.jpg,RJ_45,11,0.5341025,0.615327,0.10044674999999999,0.176091
0fc0fe57.jpg,Mini_DisplayPort,10,0.48635900000000004,0.50744,0.124008,0.091766
4d934fe9.jpg,Mini_DisplayPort,10,0.49751984126984133,0.4366319444444445,0.14484126984126985,0.11830357142857145
c8a2bd87.jpg,USB_Type_A,3,0.5046873125,0.495833,0.071875125,0.126042
023bb971.jpg,USB_Mini,6,0.6142113095238095,0.4319196428571429,0.2730654761904761,0.24875992063492067
1bae5f93.jpg,USB_Micro_B,0,0.47172619047619047,0.5807291666666666,0.06795634920634921,0.10689484126984122
9c30538e.jpg,USB_Micro_B,0,0.51116075,0.701513,0.12152774999999999,0.083085
e86d40bc.jpg,USB_Micro_B,0,0.4921875,0.4432291666666666,0.15729166666666672,0.15729166666666672
8c059aad.jpg,USB_Type_C,5,0.48110450000000005,0.411701,0.0610464375,0.041424
df936119.jpg,USB_Type_A,3,0.5,0.4542410714285714,0.20982142857142858,0.11830357142857145
69e07bfa.jpg,USB_Type_C,5,0.5363279375,0.428516,0.08307281250000001,0.060677
070c9d5c.jpg,Lightning,7,0.6240080000000001,0.584325,0.089286,0.052083
29b72132.jpg,RJ_45,11,0.57192425,0.754216,0.0917655,0.146329
e9d00659.jpg,USB_Mini,6,0.48697925000000003,0.575025,0.120288,0.095486
bdf27cc7.jpg,HDMI,12,0.544103,0.465978,0.2545365,0.118448
3da8c7b2.jpg,USB_Micro_B_3.1,1,0.42064950980392163,0.46553308823529416,0.224264705882353,0.3189338235294118
fb9b2de9.jpg,USB_Type_A,3,0.47233062500000006,0.495551,0.09570318750000001,0.0523
d4e25017.jpg,Dock,14,0.5301339285714285,0.5766369047619048,0.1847718253968254,0.0912698412698413
506479ee.jpg,USB_Micro_B,0,0.5422867063492064,0.556423611111111,0.08804563492063498,0.05629960317460317
e79c3af8.jpg,USB_Mini,6,0.54216275,0.50062,0.09920625,0.090526
dfcd920f.jpg,USB_Type_C,5,0.5733506944444445,0.5601128472222223,0.1536458333333334,0.0729166666666667
9368f4de.jpg,USB_Mini,6,0.48449899999999996,0.776538,0.17485125,0.143849
7f4f593e.jpg,USB_Micro_B,0,0.55625,0.53625,0.1575,0.1475
fc516b2c.jpg,Mini_DisplayPort,10,0.4315105625,0.233594,0.1088544375,0.075521
8041475d.jpg,USB_Type_B,4,0.45225724999999994,0.532242,0.11284725000000001,0.109127
93617fe8.jpg,Mini_DisplayPort,10,0.41245039682539686,0.40947420634920634,0.10515873015873015,0.07688492063492061
9d67b85a.jpg,Mini_DisplayPort,10,0.4754464285714286,0.5324900793650793,0.10069444444444448,0.0778769841269841
2d59abad.jpg,USB_Type_A,3,0.46837775,0.49814,0.172371,0.093006
31205596.jpg,USB_Type_A,3,0.4649697580645161,0.48865927419354843,0.094758064516129,0.048387096774193505
f71cbfce.jpg,USB_Mini,6,0.49069925,0.598586,0.127728,0.090526
47012d6a.jpg,Lightning,7,0.5933779761904762,0.5875496031746031,0.08556547619047619,0.07390873015873015
1593a32a.jpg,Dock,14,0.48251488095238093,0.7274305555555556,0.2021329365079365,0.06994047619047619
0f0ae0e1.jpg,Lightning,7,0.45225724999999994,0.526042,0.08308499999999999,0.052083
bba155c5.jpg,Dock,14,0.5941220238095237,0.5680803571428571,0.2001488095238096,0.08953373015873023
01b34742.jpg,USB_Micro_B,0,0.49193975,0.441096,0.1227675,0.075645
4abe558a.jpg,USB_Type_C,5,0.46651775,0.486359,0.124008,0.074405
17ca7a51.jpg,USB_Type_C,5,0.4709821428571428,0.4620535714285714,0.12351190476190475,0.08134920634920642
3bc098c1.jpg,Lightning_T,8,0.48883925000000006,0.352431,0.06696450000000001,0.131448
508a33a1.jpg,USB_Type_C,5,0.5314980158730158,0.46924603174603174,0.15128968253968253,0.08928571428571425
609c2424.jpg,USB_Micro_B,0,0.49921868750000004,0.377604,0.13749975,0.100521
79ef2063.jpg,USB_Type_A,3,0.466625,0.51975,0.15925000000000003,0.06699999999999999
c3574b9d.jpg,VGA,13,0.40079375,0.526662,0.2876985,0.189732
be7835ab.jpg,USB_Type_A,3,0.5140625,0.435937,0.1031248125,0.060937
e5ac1718.jpg,RJ_45,11,0.51116075,0.640749,0.09424574999999999,0.15253
dab6e467.jpg,RJ_45,11,0.49565975,0.588666,0.13020825,0.095486
5b36c44d.jpg,USB_Type_A,3,0.470858,0.50682,0.16989075,0.090526
5a4213df.jpg,USB_Micro_B_3.1,1,0.47147825000000004,0.527282,0.5704365,0.280258
6352ef61.jpg,Lightning,7,0.4193945,0.682292,0.089286,0.062004
b4bcbc5d.jpg,USB_Type_A,3,0.5214533730158729,0.4340277777777778,0.2313988095238096,0.16964285714285712
bc009cb0.jpg,USB_Mini,6,0.5226563750000001,0.45638,0.07812506250000001,0.069531
79f06f8f.jpg,USB_Type_A,3,0.5535537500000001,0.554183,0.1121475,0.073085
fc6f7f13.jpg,USB_Type_A,3,0.58866575,0.596726,0.2294145,0.119048
943c3834.jpg,USB_Mini,6,0.478919,0.520461,0.14384925,0.117808
d03e5974.jpg,USB_Micro_B,0,0.42038690476190477,0.45721726190476186,0.1865079365079365,0.10887896825396828
66132b1c.jpg,USB_Micro_B,0,0.49206349206349204,0.40116567460317465,0.0882936507936508,0.08110119047619052
bfeb4fe7.jpg,USB_Micro_B,0,0.4754901960784314,0.5497855392156863,0.07230392156862742,0.14491421568627452
1763888c.jpg,HDMI,12,0.44481650000000006,0.544643,0.31870049999999994,0.195933
4bc7352b.jpg,USB_Micro_B,0,0.5260414999999999,0.415055,0.1016865,0.070685
82246180.jpg,USB_Micro_B,0,0.48635900000000004,0.555804,0.11656725000000001,0.089286
bbdb6e56.jpg,Mini_DisplayPort,10,0.529142,0.562004,0.09052575,0.081845
f69b0e37.jpg,USB_Type_C,5,0.5598537499999999,0.50693,0.09702600000000002,0.069304
921f5d0a.jpg,USB_Micro_B,0,0.48846726190476186,0.6029265873015873,0.31026785714285715,0.2311507936507937
b94422c6.jpg,USB_Type_A,3,0.3609871031746032,0.5613839285714286,0.19816468253968247,0.06423611111111108
69be0182.jpg,Lightning,7,0.467262,0.511409,0.093254,0.06448424999999999
007d45c8.jpg,Lightning_T,8,0.4766865079365079,0.4776785714285714,0.16319444444444448,0.16517857142857145
128e7339.jpg,USB_Type_C,5,0.4621775,0.477679,0.1500495,0.086806
749fea29.jpg,USB_Type_C,5,0.50104175,0.404687,0.1885415625,0.108333
93bad48c.jpg,USB_Type_C,5,0.49627999999999994,0.488219,0.1016865,0.068204
1ff474b0.jpg,HDMI,12,0.5341025,0.554563,0.33854175000000003,0.250496
b575e088.jpg,USB_Type_C,5,0.47011268750000007,0.435683,0.1324490625,0.081759
f8c66e2f.jpg,USB_Type_A,3,0.3504464285714286,0.540922619047619,0.19444444444444448,0.12053571428571433
e50d31b7.jpg,USB_Type_A,3,0.53221175,0.661899,0.241827,0.123798
2fead305.jpg,RJ_45,11,0.49565975,0.618428,0.0979665,0.16245
d20def23.jpg,USB_Micro_B,0,0.4981399126984127,0.427455,0.09548598412698413,0.075645
02ec6cde.jpg,USB_Micro_B,0,0.455267,0.478579,0.10962675,0.075605
95476eb4.jpg,HDMI,12,0.5279015,0.472098,0.182292,0.117808
cad0152e.jpg,Lightning,7,0.47705825,0.538442,0.15501,0.104167
89c1baf8.jpg,Dock,14,0.5827132936507937,0.5476190476190477,0.27405753968253965,0.044642857142857206
7a6171f6.jpg,USB_Type_A,3,0.5204615,0.457217,0.16741050000000002,0.093006
2d9ca309.jpg,Dock,14,0.45907775,0.49442,0.230655,0.070685
c69d3e19.jpg,USB_Type_C,5,0.47271799999999997,0.646949,0.114087,0.063244
